ID,URL,Thumbnail URL,Game,Vibrant,DarkVibrant,LightVibrant,Muted,DarkMuted,LightMuted,Price,Brief Description,Creator,Creator Itch.IO Page,Status,Updated,Platforms,Publisher,Release date,Rating,Authors,Genre,Made with,Tags,Average session,Languages,Inputs,Accessibility,Links,Number of Ratings
143899,https://brianna-lei.itch.io/butterfly-soup,https://img.itch.zone/aW1hZ2UvMTQzODk5LzgzMTY0OC5wbmc=/315x250%23c/Q6ST2A.png,Butterfly Soup,#cf316d,#9e0c6f,#6f80e4,#94615b,#543533,#a392c6,,Gay girls playing baseball and falling in love,Brianna Lei,https://brianna-lei.itch.io,Released,,"Windows, macOS, Linux",,,4.9,,"Visual Novel, Interactive Fiction",Ren'Py,"2D, Anime, Female Protagonist, LGBT, renpy, Romance, Slice Of Life, Yuri",A few seconds,"Czech, Persian, Japanese, Korean, Polish, Portuguese (Brazil), Chinese (Traditional)",,,,3068
434554,https://gbpatch.itch.io/our-life,https://img.itch.zone/aW1nLzcwMTIxNDMucG5n/315x250%23c/BalGQb.png,​Our Life: Beginnings & Always,#50c290,#1a2e58,#a1e1db,#9f7652,#2c3855,#ceb4a3,,Grow from childhood to adulthood with the lonely boy next door in this near-fully customizable visual novel.,GBPatch,https://gbpatch.itch.io,Released,,"Windows, macOS, Linux, Android",,,4.9,,"Visual Novel, Interactive Fiction",,"amare, Comedy, Dating Sim, Gay, LGBT, Meaningful Choices, Multiple Endings, Otome, Romance",,,,,https://store.steampowered.com/app/1129190/Our_Life_Beginnings__Always/,2491
9041,https://ncase.itch.io/coming-out-simulator-2014,https://img.itch.zone/aW1hZ2UvOTA0MS8yNTg0OC5naWY=/315x250%23cm/gQq%2Byx.gif,Coming Out Simulator 2014,#8d8071,#49423a,#c4bdb5,#86847a,#6c6762,#bcb4ab,,a half-true story about half-truths,Nicky Case!,https://ncase.itch.io,Released,,HTML5,,,4.7,,,,"Gay, LGBT, nar8, Narrative, personal, Queer",,,,,,1808
302222,https://lunarisgames.itch.io/wtnc,https://img.itch.zone/aW1nLzQwNzYzNDAucG5n/315x250%23c/RyNITm.png,When The Night Comes,#73272b,#247464,#dd9b9f,#5aa39f,#513638,#bf9393,$12.99,"When the night comes, death follows...",Lunaris Games,https://lunarisgames.itch.io,Released,29 days ago,"Windows, macOS, Linux",,,4.9,,Visual Novel,,"Dark Fantasy, Horror, LGBT, LGBTQIA, Mystery, Romance, supernatural, unspeakable, Vampire",,,,,,1772
118243,https://laundrybear.itch.io/morticians-tale,https://img.itch.zone/aW1hZ2UvMTE4MjQzLzU0ODI5My5wbmc=/315x250%23c/aNXFau.png,A Mortician's Tale,#8e248a,#6b116a,#d69c7c,#8a6c9c,#573864,#c8b8bd,$8.99,A death-positive game where you play as a mortician tasked with running a funeral home,Laundry Bear Games,https://laundrybear.itch.io,In development,,"Windows, macOS",,,4.6,,Visual Novel,Unity,"death-positive, Female Protagonist, funeral, LGBT, Low-poly, Mouse only, Point & Click, Singleplayer, Story Rich, Unity",A few seconds,English,,"Color-blind friendly, Subtitles","http://store.steampowered.com/app/578720, https://twitter.com/laundry_bear, https://morticianstale.com",1708
415035,https://zephyo.itch.io/missed-message,https://img.itch.zone/aW1nLzIxNTI3NTAuZ2lm/315x250%23cm/b1m9g%2F.gif,missed messages.,#bc4a51,#6c201c,#ec9d8e,#96505a,#602c33,#cba6ac,,"‘goth gf’s iPhone’ airdrops you - accept or decline? A love/horror story about life, death, & memes.",angela he,https://zephyo.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,"Visual Novel, Adventure, Simulation",,"2D, artgame, Horror, LGBT, Ludum Dare 44, Romance, Short",,,,,"https://store.steampowered.com/app/812810/missed_messages/, https://ldjam.com/events/ludum-dare/44/missed-message",1385
226937,https://npckc.itch.io/one-night-hot-springs,https://img.itch.zone/aW1hZ2UvMjI2OTM3LzEwNzcwMDcucG5n/315x250%23c/b4hXQk.png,"one night, hot springs",#bc9464,#5c4428,#ecd4fc,#9a7c5a,#554a46,#c7a7c0,,a young transgender woman goes to the hot springs.,npckc,https://npckc.itch.io,Released,1 day ago,"Windows, macOS, Linux",,,4.8,,"Visual Novel, Interactive Fiction",Ren'Py,"2D, Cute, Female Protagonist, friendship, LGBT, Multiple Endings, renpy, Transgender, Yuri",About a half-hour,"German, English, Spanish; Castilian, Spanish; Latin America, Indonesian, Japanese, Korean, Polish, Portuguese (Brazil), Russian, Vietnamese, Chinese, Chinese (Simplified), Chinese (Traditional)","Keyboard, Mouse, Gamepad (any), Touchscreen","Color-blind friendly, Subtitles, One button","https://store.steampowered.com/app/1688580/A_YEAR_OF_SPRINGS, https://npckc.site, https://twitter.com/npckc, https://patreon.com/npckc",896
41399,https://nomnomnami.itch.io/syrup-and-the-ultimate-sweet,https://img.itch.zone/aW1nLzMwODQxNDYucG5n/315x250%23c/kpgAoi.png,Syrup and the Ultimate Sweet,#cb7631,#6a3e19,#f18aac,#9b5069,#372b33,#bba7b4,,a visual novel about a candy alchemist who one day finds a candy golem in her basement workshop,NomnomNami,https://nomnomnami.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,"Visual Novel, Interactive Fiction","Ren'Py, Clip Studio Paint","2D, Anime, Cute, Fantasy, Female Protagonist, LGBT, Multiple Endings, renpy",About a half-hour,"German, English, Spanish; Castilian, Spanish; Latin America, French, Japanese, Korean, Polish, Portuguese (Brazil), Vietnamese, Chinese, Chinese (Simplified)","Keyboard, Mouse, Gamepad (any)",One button,"https://mockoff.bandcamp.com/album/syrup-and-the-ultimate-sweet-ost, https://www.patreon.com/nomnomnami, https://twitter.com/nomnomnami",896
59325,https://nomnomnami.itch.io/her-tears-were-my-light,https://img.itch.zone/aW1hZ2UvNTkzMjUvODE2MzY3LmdpZg==/315x250%23cm/ayW1Az.gif,her tears were my light,#4f2fcf,#140c34,#cdc0e7,#7b748c,#333454,#c8b79f,,a short love story about time and space,NomnomNami,https://nomnomnami.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,"Visual Novel, Interactive Fiction","Ren'Py, LMMS, Clip Studio Paint, FL Studio","2D, Anime, Female Protagonist, Lesbian, LGBT, renpy, Romance, Space, Time Travel",About a half-hour,"German, English, Spanish; Castilian, French, Italian, Japanese, Korean, Polish, Portuguese (Portugal), Russian, Thai, Vietnamese, Chinese","Keyboard, Mouse, Gamepad (any)",,"https://lydianchord.bandcamp.com/album/her-tears-were-my-light-soundtrack, https://www.patreon.com/nomnomnami, https://twitter.com/nomnomnami",833
664210,https://anya-writes.itch.io/scout-an-apocalypse-story,https://img.itch.zone/aW1nLzM1ODA5NjMucG5n/315x250%23c/wJOUc%2B.png,Scout: An Apocalypse Story,#c4623a,#641e0d,#e49062,#a0755c,#5f3f2f,#823c16,,A text choice romance in an apocalyptic setting.,Anya,https://anya-writes.itch.io,On hold,,"Windows, macOS, Linux, HTML5",,,4.9,,Interactive Fiction,Twine,"Dating Sim, Female Protagonist, LGBT, Male protagonist, Otome, Post-apocalyptic, Romance, Story Rich, Text based",A few seconds,English,"Mouse, Smartphone",High-contrast,,784
329624,https://zephyo.itch.io/theres-this-girl,https://img.itch.zone/aW1nLzE2NTM4MDAuZ2lm/315x250%23cm/YNepOj.gif,there's this girl,#e88b57,#080541,#f4a9c5,#a35c67,#2f2c56,#cda7bd,,fall in love amongst stars ･ﾟ*｡💫,angela he,https://zephyo.itch.io,Released,,HTML5,,,4.7,,"Visual Novel, Interactive Fiction, Role Playing",Unity,"2D, Anime, Casual, Comedy, Dark, LGBT, Romance, Short",,,,,,756
393010,https://nomnomnami.itch.io/contract-demon,https://img.itch.zone/aW1nLzE5NzQ5NTMucG5n/315x250%23c/ddmbx8.png,Contract Demon,#cc244c,#4c0424,#ecc9a2,#ad7d5e,#482f3b,#bab0a8,,an angel summons a demon. they fall in love.,NomnomNami,https://nomnomnami.itch.io,Released,,"Windows, macOS, Linux",,,4.7,,Visual Novel,"Ren'Py, Clip Studio Paint, FL Studio","2D, Anime, Fantasy, Female Protagonist, Kinetic Novel, Lesbian, LGBT, renpy, Romance, Yuri",A few minutes,"German, English, Spanish; Castilian, French, Japanese, Korean, Polish, Portuguese (Brazil), Russian, Thai, Turkish, Chinese, Chinese (Simplified)","Keyboard, Mouse, Gamepad (any)",One button,"https://nomnomnami.bandcamp.com/album/contract-demon-soundtrack, https://www.patreon.com/nomnomnami, https://twitter.com/nomnomnami",725
147395,https://fictionfactorygames.itch.io/arcade-spirits,https://img.itch.zone/aW1hZ2UvMTQ3Mzk1LzExNzYyNjYuanBn/315x250%23c/LQbCuN.jpg,Arcade Spirits,#d78d1a,#6a3511,#eccc90,#9c7860,#482c34,#d1a0a5,$20.00,A Romantic Comedy Narrative Game,Fiction Factory Games,https://fictionfactorygames.itch.io,Released,,"Windows, macOS, Linux",,,4.7,,"Visual Novel, Interactive Fiction",Ren'Py,"2D, Arcade, Comedy, Cute, Dating Sim, LGBT, Romance, Story Rich",About an hour,English,"Keyboard, Mouse",Subtitles,"https://store.steampowered.com/app/910630/Arcade_Spirits/, http://www.arcadespirits.com, http://twitter.com/ArcadeSpiritsVN, http://stefangagne.com/blog, https://www.patreon.com/stefangagne, https://discord.gg/gaCcH2N",720
217240,https://ristar.itch.io/secret-little-haven,https://img.itch.zone/aW1hZ2UvMjE3MjQwLzEwMjU1NzUucG5n/315x250%23c/U2PJrZ.png,Secret Little Haven,#84c2c5,#2a575a,#bafcf4,#716d74,#316567,#a4cccc,$5.00,"A game about a trans girl discovering herself through fandom, chats, and the early internet.",Victoria Dominowski,https://ristar.itch.io,Released,,"Windows, macOS, Linux",,,4.9,,Visual Novel,,"90s, computer, Cute, Female Protagonist, LGBT, mac-os-9, Transgender, vaporwave, Yuri",About an hour,English,"Keyboard, Mouse",One button,,668
532682,https://moawling.itch.io/is-it-that-deep-bro,https://img.itch.zone/aW1nLzI3NzAzNDcucG5n/315x250%23c/t4Pzqn.png,"is it that deep, bro?",#3c9cc9,#364972,#8cdcf4,#8e4d46,#0e0c0e,#a4d6d6,,A text-based game where you navigate the tricky headspace of a teenager who is going to see a movie with his friend.,moawling,https://moawling.itch.io,Released,,"Windows, HTML5",,,4.7,,Visual Novel,,"2D, Gay, gaywesternjam, LGBT, Pixel Art, Queer, queer-romance, Romance, Western",,,,,,603
92002,https://nomnomnami.itch.io/first-kiss-at-a-spooky-soiree,https://img.itch.zone/aW1hZ2UvOTIwMDIvNDM2NTQ2LmdpZg==/315x250%23cm/m4hhkT.gif,First Kiss at a Spooky Soiree,#ec8615,#b8600c,#ecb27a,#7c547c,#4e2b59,#ba849e,,a light halloween-themed romance story,NomnomNami,https://nomnomnami.itch.io,Released,22 days ago,"Windows, macOS, Linux",,,4.7,,Visual Novel,"Ren'Py, Clip Studio Paint, FL Studio","Anime, Cute, Fantasy, Halloween, LGBT, Multiple Endings, renpy, Romance, Spooky",About a half-hour,"German, English, Spanish; Latin America, French, Italian, Korean, Polish, Portuguese (Brazil), Russian, Turkish","Keyboard, Mouse, Gamepad (any), Touchscreen",One button,"https://nomnomnami.bandcamp.com/album/first-kiss-at-a-spooky-soiree-ost, https://www.patreon.com/nomnomnami, https://twitter.com/nomnomnami",574
129655,https://boyslaughplus.itch.io/todo-today,https://img.itch.zone/aW1nLzMwNDAwNzgucG5n/315x250%23c/v8tfFC.png,//TODO: today,#6ce4cc,#3c6c94,#fa7cbb,#62a29b,#3c444b,#c3a9d4,,A visual novel about figuring out life with the help of an AI,Boys Laugh +,https://boyslaughplus.itch.io,Released,,"Windows, macOS, Linux",,"Oct 01, 2018",4.8,"Boys Laugh +, eZombo, Pectin","Visual Novel, Adventure","Ren'Py, Adobe Photoshop, Clip Studio Paint","Colorful, Cute, Dating Sim, LGBT, Multiple Endings, renpy",A few hours,English,"Keyboard, Mouse",,"http://boyslaughplus.moe, https://eerron.bandcamp.com/album/todo-today-original-soundtrack",497
501633,https://larkylabs.itch.io/oathbreaker,https://img.itch.zone/aW1nLzI2MDE2NDAuanBn/315x250%23c/wcjqz5.jpg,Oathbreaker,#1225c2,#880912,#ecc96c,#b47c5c,#494733,#cd988d,,A free medieval fantasy visual novel / story game,LarkyLabs,https://larkylabs.itch.io,Released,14 days ago,"Windows, macOS, HTML5",,,4.8,,Visual Novel,,"amare, Dating Sim, Fantasy, Female Protagonist, LGBT, Otome, Romance, Story Rich",A few seconds,,,,https://www.patreon.com/rinmaru,496
576494,https://bad-pet.itch.io/devil-express,https://img.itch.zone/aW1nLzMxNzMyMTUucG5n/315x250%23c/OSMAHQ.png,Devil Express,#c83e3b,#812e2c,#e19997,#846464,#59443d,#8f9db6,,now in english & español,Bad Pet,https://bad-pet.itch.io,Released,,"Windows, HTML5",,,4.9,,"Interactive Fiction, Adventure, Visual Novel",Unity,"2D, Cute, Funny, Furry, LGBT, Pixel Art, Singleplayer, Story Rich",About an hour,English,Keyboard,,,492
247715,https://studioklondike.itch.io/nekojishi,https://img.itch.zone/aW1nLzMwNDE2MTIucG5n/315x250%23c/hmbN7%2B.png,Nekojishi,#c08b43,#80572d,#ebcc96,#a47d60,#43393c,#c7b3ae,,A visual novel about the pressures and consequences of deciding your future in a world of gods and spirits.,Studio Klondike,https://studioklondike.itch.io,Released,,"Windows, macOS, Linux",Orange Juice Dog,,4.7,,"Visual Novel, Interactive Fiction",,"Bara, Furry, Gay, kemono, LGBT, nekojishi",About a half-hour,"English, Japanese, Chinese","Keyboard, Mouse",,"http://store.steampowered.com/app/570840, https://nekojishi.tw/, http://twitter.com/NekojishiTW",486
158046,https://rainbowstarbird.itch.io/a-witchs-word,https://img.itch.zone/aW1hZ2UvMTU4MDQ2LzcyNTM4OS5wbmc=/315x250%23c/aDRPxS.png,A Witch's Word,#d4344c,#780f28,#fa9d72,#b45659,#88102d,#d4a0aa,,You sold your firstborn to a witch. Now she helps you find a mate.,RainbowStarbird,https://rainbowstarbird.itch.io,Released,,"Windows, macOS, Linux, HTML5",,,4.5,,"Simulation, Interactive Fiction",Twine,"Cute, Fantasy, Female Protagonist, LGBT, Minimalist, Multiple Endings, Romance, Text based, Twine",About a half-hour,English,"Mouse, Touchscreen",,,482
398292,https://lunarisgames.itch.io/errantkingdom,https://img.itch.zone/aW1nLzIzNzkzNjUuanBn/315x250%23c/KLDDdY.jpg,Errant Kingdom,#6535dc,#700f0e,#c5a7e0,#95695a,#523030,#a99fcc,$20.00,"Ascend with the kingdom, or orchestrate its fall...",Lunaris Games,https://lunarisgames.itch.io,In development,21 days ago,"Windows, macOS, Linux",,,4.8,,Visual Novel,,"Dating Sim, Fantasy, LGBT, LGBTQIA, Medieval, Mystery, Romance",,,,,https://store.steampowered.com/app/1148730/Errant_Kingdom/,458
1227821,https://fymm-game.itch.io/ddp,https://img.itch.zone/aW1nLzcxNzMwNzEucG5n/315x250%23c/dAOxE4.png,Dead Dating - Your Gay Summer Horror Bromance,#10a69f,#1a7178,#fcd696,#a67766,#474041,#bca9a7,$22.00,Gay Bara Puzzle Adventure game,Mr.Ryu,https://fymm-game.itch.io,In development,4 days ago,"Windows, macOS, Android",,,4.8,,"Adventure, Puzzle, Visual Novel",Unity,"Bara, Dating Sim, First-Person, Gay, Horror, LGBT, Multiple Endings, Story Rich",Days or more,"English, Chinese","Keyboard, Mouse",Subtitles,"http://discord.gg/42gpSt8DFd, https://twitter.com/FymmG, https://www.kickstarter.com/projects/fymmg/dead-dating-your-summer-horror-bromance, https://www.patreon.com/MrRyu, https://fymmg.com",427
19366,https://gonehome.itch.io/gonehome,https://img.itch.zone/aW1hZ2UvMTkzNjYvNzQ4MDMucG5n/315x250%23c/OSnnZd.png,Gone Home,#c09654,#5c1c46,#c09478,#946c84,#614934,#c6c4c7,$14.99,A Story Exploration Video Game from The Fullbright Company,GoneHome,https://gonehome.itch.io,Released,,"Windows, macOS, Linux",,,4.6,,Adventure,,"90s, Exploration, First-Person, fullbright, Immersive, LGBT, Queer, riot-grrrl, Story Rich, Walking simulator",,,,,,406
475414,https://npckc.itch.io/a-tavern-for-tea,https://img.itch.zone/aW1nLzI0NDM0MDAucG5n/315x250%23c/aNtGRB.png,A TAVERN FOR TEA,#b4844c,#5d4427,#e5bca4,#a27458,#796158,#d4bcac,,a fantasy visual novel & little tea-making simulator.,npckc,https://npckc.itch.io,Released,,"Windows, macOS, Linux",,,4.7,,"Visual Novel, Interactive Fiction","Ren'Py, Clip Studio Paint","2D, Atmospheric, Cute, Fantasy, friendship, Gay, LGBT, Monsters, Yaoi",About a half-hour,"English, Spanish; Latin America, French, Indonesian, Japanese, Korean, Russian, Vietnamese","Keyboard, Mouse, Gamepad (any), Touchscreen","Color-blind friendly, Subtitles, Blind friendly","https://npckc.site, https://twitter.com/npckc, https://patreon.com/npckc",382
280541,https://noeybodys.itch.io/dungeonsandlesbians,https://img.itch.zone/aW1hZ2UvMjgwNTQxLzEzNjI3NzcuZ2lm/315x250%23cm/WQOFPn.gif,Dungeons & Lesbians,#cc3c3c,#84241c,#f4647c,#ab7660,#523538,#a4c3cc,$4.00,Mildly dating your BFFs in the midsts of a game of D&D,Noeybodys,https://noeybodys.itch.io,Released,,"Windows, macOS, Linux",FrankleWinkle,"Jul 16, 2018",4.7,,Visual Novel,Ren'Py,"Casual, Comedy, Dating Sim, friendship, Lesbian, LGBT, renpy, Slice Of Life, Yuri",About a half-hour,English,"Keyboard, Mouse",,"http://emoqueee.tumblr.com, http://noeybodys.tumblr.com",368
608165,https://cafe-nemo.itch.io/cafe-in-the-clouds,https://img.itch.zone/aW1nLzMyNDA1MjYucG5n/315x250%23c/7%2Fa1c4.png,Cafe in the Clouds,#d79572,#67361d,#eebb9d,#9c777a,#393a4c,#cca99d,,"Two cooks turn dream eaters when troubled, sleepless townsfolk seek their unusual services.",Cafe Nemo,https://cafe-nemo.itch.io,Released,,"Windows, macOS, Linux",,,4.8,"Cafe Nemo, shuttlefrog, bithox, Cynthia","Visual Novel, Puzzle",Ren'Py,"2D, Female Protagonist, Lesbian, LGBT, Point & Click, renpy, Short, Slice Of Life",About a half-hour,English,"Keyboard, Mouse",One button,,368
624121,https://zephyo.itch.io/a-new-life,https://img.itch.zone/aW1nLzMzOTUyMDguZ2lm/315x250%23cm/YtWlVT.gif,a new life.,#caa28f,#5a392a,#fcdac0,#8b7165,#674231,#c9b6aa,$2.99,"When your loved one hurts you, what do you do? A classic love story about letting go.",angela he,https://zephyo.itch.io,Released,,"Windows, macOS, Linux",,,4.7,,"Visual Novel, Interactive Fiction",,"2D, Atmospheric, Casual, Cute, LGBT, Romance, Short, Singleplayer, Story Rich",,,,,,365
913021,https://nomnomnami.itch.io/starry-flowers,https://img.itch.zone/aW1nLzUzMDcyMzMucG5n/315x250%23c/fgEBtz.png,Starry Flowers,#4e74bf,#2c244c,#a4c4fc,#7085ab,#3d4263,#acb6cc,,two witch boys fall in love,NomnomNami,https://nomnomnami.itch.io,Released,,"Windows, macOS, Linux",,,4.9,,Visual Novel,"Ren'Py, Clip Studio Paint, FL Studio","Boys' Love, Fantasy, Gay, LGBT, Magic, Queer, renpy, Romance",About a half-hour,"English, Spanish; Castilian, Spanish; Latin America, French, Italian, Polish, Vietnamese","Keyboard, Mouse, Gamepad (any)",One button,,365
373608,https://90percentstudios.itch.io/purrfect-apawcalypse,https://img.itch.zone/aW1nLzE4NzMyOTcucG5n/315x250%23c/%2BRG92O.png,Purrfect Apawcalypse,#fc5c7c,#5c1c74,#fc748c,#a9527f,#8a4e89,#9e9ecd,,"A dog dating, dog your own dog-venture game, cartoon horror game!",90% Studios,https://90percentstudios.itch.io,Released,,"Windows, macOS",,,4.8,,Interactive Fiction,,"Animals, Cute, Dark, Dating Sim, Dogs, Gore, Horror, LGBT",,,,,,360
1019762,https://gbpatch.itch.io/our-life-nf,https://img.itch.zone/aW1nLzc5MTY4NzQucG5n/315x250%23c/Nu7e5v.png,Our Life: Now & Forever,#df6f3d,#812a20,#f2ae70,#a5705c,#5f4635,#b9856f,,"A paper airplane, two new neighbors, four autumns, and a one of a kind life.",GBPatch,https://gbpatch.itch.io,In development,16 days ago,"Windows, macOS, Linux, Android",,,5,,"Visual Novel, Interactive Fiction",,"amare, Character Customization, Dating Sim, LGBT, Meaningful Choices, Multiple Endings, Romance, Slice Of Life, Yuri",,,,,https://store.steampowered.com/app/1622130/Our_Life_Now__Forever/,356
803435,https://idrellegames.itch.io/wayfarer,https://img.itch.zone/aW1nLzc5NjkyMzkucG5n/315x250%23c/ivlsqQ.png,Wayfarer,#bb6e35,#72210e,#e1b797,#a27548,#64343c,#774621,,"Marked by complete magical immunity, Wayfarers wander the world, fighting magic. Where will your fate lead you?",Idrelle Games,https://idrellegames.itch.io,In development,2 days ago,HTML5,,,4.9,,Interactive Fiction,Twine,"Action-Adventure, Fantasy, LGBT, Magic, Meaningful Choices, Medieval, Romance, Story Rich, Text based, Twine",A few hours,English,"Keyboard, Mouse, Touchscreen, Smartphone",,"https://www.patreon.com/idrellegames, https://idrellegames.tumblr.com/, https://twitter.com/idrellegames",355
130249,https://saturday.itch.io/worstdatingsim,https://img.itch.zone/aW1hZ2UvMTMwMjQ5LzEwMTk1NDIucG5n/315x250%23c/mdWL%2F%2F.png,WORST DATING SIM,#2dc1df,#1c0423,#fce36c,#a67c92,#51325e,#b999ce,,MRGRGR.,saturn,https://saturday.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,"Simulation, Visual Novel",Ren'Py,"2D, Bara, Comedy, Dating Sim, Gay, LGBT, renpy, Romance, Slice Of Life",About an hour,English,,,http://worst-dating-sim.wikia.com/wiki/Worst_Dating_Sim_Wiki,352
576571,https://foleso.itch.io/demonkiss,https://img.itch.zone/aW1nLzMzMjE0ODEucG5n/315x250%23c/7aPDTJ.png,Demon Kiss,#d53ba3,#640c5f,#d0b2ec,#8f597b,#3d2c56,#d5a9b4,,Felix thought the only thing to fear about a trashy Halloween party was the watered-down beer. Then a demon attacked.,Foleso,https://foleso.itch.io,Released,,"Windows, macOS, Linux, HTML5",,,4.6,,"Visual Novel, Interactive Fiction",Unity,"Anime, Casual, Dating Sim, Gay, LGBT, Male protagonist, Romance, Yaoi",About an hour,"English, Russian","Keyboard, Mouse, Gamepad (any), Touchscreen",Color-blind friendly,https://foleso.com/,326
979477,https://milkkylemon.itch.io/yukis-4p,https://img.itch.zone/aW1nLzU1NjU3NzIucG5n/315x250%23c/Xj4IZz.png,"Yuki's Palpitating, Passionate, Phenomenal, and quite frankly Proficient quest for a (hot) girlfriend!!!",#d51f5d,#731032,#fcdba4,#9a69ab,#85133a,#dcc4c4,,useless lesbian tries to get a girlfriend,milkkylemon,https://milkkylemon.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,Visual Novel,,"Cute, Dating Sim, girlfriend-farming-simulator, LGBT, protagonist-is-a-useless-gay, Romance, Short, Yuri",About an hour,,,,,322
185404,https://insertdisc5.itch.io/serre,https://img.itch.zone/aW1hZ2UvMTg1NDA0Lzg2NzI0OC5wbmc=/315x250%23c/QfxH45.png,Serre,#c4048c,#970766,#f1c882,#ab8060,#443028,#a49f87,$5.00,A visual novel about a girl and an alien drinking tea and falling in love!,insertdisc5,https://insertdisc5.itch.io,Released,,"Windows, macOS, Linux",,,4.7,,"Visual Novel, Interactive Fiction",Ren'Py,"Aliens, Female Protagonist, Lesbian, LGBT, renpy, Romance, Yuri",About a half-hour,"English, French",,,,311
450382,https://caramel.itch.io/redtrees,https://img.itch.zone/aW1nLzIyODAzMTUucG5n/315x250%23c/Vqm842.png,Red Trees,#cc747a,#612327,#ec8c8c,#ac6464,#5f3d3c,#cccc8c,,A young girl is on a quest to discover what's lurking in the woods.,Caramel,https://caramel.itch.io,Released,,Windows,,,4.8,,Adventure,RPG Maker,"2D, Cute, Female Protagonist, LGBT, Pixel Art, RPG Maker, Short, Singleplayer, Yuri",About a half-hour,"English, French",,,,309
905274,https://drakes64.itch.io/steadfast,https://img.itch.zone/aW1nLzUxMTI2MTQucG5n/315x250%23c/MxR5iw.png,Steadfast,#a8b624,#68150c,#e0e990,#917265,#41392d,#a59584,,"Steady your heart, my friend.",Drakes,https://drakes64.itch.io,Released,,"Windows, macOS, Linux, Android",,,4.9,"Drakes, GruntSteel",Visual Novel,Ren'Py,"Bara, Furry, LGBT, Medieval, Romance",About an hour,English,"Keyboard, Mouse",Subtitles,https://twitter.com/SirDrakes64,281
606964,https://larkylabs.itch.io/oathbreaker-season-2,https://img.itch.zone/aW1nLzMyMjE3ODkuanBn/315x250%23c/2q58%2Fx.jpg,Oathbreaker: Season 2,#ac5c4c,#642438,#e9a98e,#8d655d,#56313e,#c8baac,,A medieval fantasy visual novel / story game,LarkyLabs,https://larkylabs.itch.io,Released,8 days ago,"Windows, macOS, Linux",,,4.9,,"Visual Novel, Role Playing",Unity,"amare, Dating Sim, Fantasy, LGBT, Otome, Romance",,,,,,280
219733,https://uncommonbreedvn.itch.io/uncommon-breed,https://img.itch.zone/aW1hZ2UvMjE5NzMzLzE0ODI5MDgucG5n/315x250%23c/4%2B%2BGth.png,Uncommon Breed (A Furry RPG / Dating sim),#f95c5c,#673830,#f6ca77,#a36c55,#52342c,#cfa6b7,$5.00,UncommonBreedVN,UncommonBreedVN,https://uncommonbreedvn.itch.io,In development,4 days ago,"Windows, macOS, Android",,,4.4,,"Visual Novel, Role Playing",,"Bara, Dating Sim, Fantasy, Furry, LGBT, nudity, uncommon-breed, uncommonbreedvn",,,,,,278
285139,https://nifty-visuals.itch.io/royal-alchemist,https://img.itch.zone/aW1nLzMzODYwNzAucG5n/315x250%23c/qmN4Gs.png,Royal Alchemist,#2e9edc,#0c326f,#3ac1eb,#5d6781,#253256,#bcc7e2,$20.00,A medieval fantasy Otome / BL survival Stats Raiser & RPG!,Nifty Visuals,https://nifty-visuals.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,"Visual Novel, Interactive Fiction",Ren'Py,"bl, Boys' Love, Dating Sim, Fantasy, LGBT, Medieval, Otome, Romance, Story Rich",About an hour,English,"Keyboard, Mouse",,,277
663902,https://residentrabbit.itch.io/repurpose-demo,https://img.itch.zone/aW1nLzc3NzU2NTIucG5n/315x250%23c/TcShSc.png,Repurpose (Demo),#9b23f1,#5f0c2b,#fce47c,#92539d,#394568,#9d9cce,,A LGBT+ dating sim where you try to find meaning after death and maybe smooch a demon or angel in the process.,Eros,https://residentrabbit.itch.io,In development,,"Windows, macOS",,,4.7,,Visual Novel,,"2D, angel, Comedy, Dating Sim, demon, drama, LGBT, LGBTQIA, Romance",,,,,,274
76194,https://nomnomnami.itch.io/kaima,https://img.itch.zone/aW1hZ2UvNzYxOTQvMzU4MjY5LnBuZw==/315x250%23c/7HoZcT.png,KAIMA,#0badcd,#8c040c,#a7eff8,#6d5b9e,#344458,#c8bce0,,the world is getting eaten up... will you survive?,NomnomNami,https://nomnomnami.itch.io,Released,22 days ago,Windows,,,4.6,,Role Playing,"RPG Maker, FL Studio, LMMS, Paint Tool SAI","2D, 8-Bit, chiptune, Female Protagonist, LGBT, Multiple Endings, Pixel Art, RPG Maker, Story Rich",About a half-hour,"English, Spanish; Castilian, French, Korean, Portuguese (Portugal), Russian, Ukrainian",Keyboard,,"https://lydianchord.bandcamp.com/album/kaima-soundtrack-with-bonus-tracks, https://www.patreon.com/nomnomnami, https://twitter.com/nomnomnami",268
